zincid,smiles,consensus_score,docking_score,boltz_prob,is_active
ZINC001168625874,N#CNc1cc(N)cc(C(F)(F)F)n1,0.32733142,-6.462,0.09250825,0
ZINC001173294496,CCSC[C@@H](C)N[C@H]1CC1(C)C,0.34538424,-5.22,0.25739115,0
ZINC001219867293,NCCNC(=O)[C@H]1CNCC[C@H]1O,0.416296,-5.471,0.37176624,0
ZINC001544608531,Cc1cnccc1/C=C/C(=O)N(C)CC#N,0.53891265,-7.105,0.44478324,0
ZINC001557097388,C[C@@H]1C[C@@H](CO)CN(C(=O)CCCC#N)C1,0.40072718,-6.799,0.20286305,0
ZINC000004180724,O=[N+]([O-])c1cc2c(cc1[N+](=O)[O-])NCC2,0.5924681,-7.452,0.5147966,0
ZINC000050244269,CCc1cc2c(ncnc2N2CC[C@H](N)C2)s1,0.41772428,-7.323,0.18205622,0
ZINC000073473983,C[C@H]1C[C@H]1C(=O)Nc1cccnc1Cl,0.47710314,-6.845,0.3493746,0
ZINC000082615521,Cc1cc(C)n(-c2ncccc2C)n1,0.47203207,-7.068,0.31614557,0
ZINC000087601815,O=C(c1cn[nH]n1)N1CC(CO)C1,0.43973237,-5.552,0.40977055,0
ZINC000166690265,C#CCCOC(=O)c1ccc2ccccc2c1,0.56022286,-8.989,0.29113078,0
ZINC000295413062,COc1nccc(CSc2ccoc2C)n1,0.4307106,-6.661,0.2766044,0
ZINC000330874829,N#CCC(=O)N1CC[C@H](OCc2ccccn2)C1,0.56294674,-7.325,0.46952075,0
ZINC000335464481,C[C@H]1CC[S@@](=O)CCN1Cc1cccs1,0.51539487,-6.366,0.47502524,0
ZINC000336240116,CCC(=O)Nc1cnc2c(c1)C[C@H](N)CC2,0.50978315,-7.408,0.3555796,0
ZINC000336724179,COCC[C@]1(NCC2(C#N)CC2)CCOC1,0.36520335,-6.297,0.18468295,0
ZINC000342183338,C=CC[C@@H](CO)CNC(=O)C[C@@H]1CCCO1,0.4564426,-6.834,0.30959153,0
ZINC000421935533,C[C@@H](O)C(=O)N1C[C@@H](CO)OC(C)(C)C1,0.35093454,-6.649,0.1198228,0
ZINC000422640893,CCCCNC(=O)CN1CCC2(CCN2)CC1,0.47100025,-6.855,0.33624572,0
ZINC000630584775,CNc1cccc(-c2cn(CCN)nn2)c1,0.5074435,-7.644,0.3264097,0
ZINC000659140190,COCCN(C)C(=O)c1cc(C(=O)O)oc1C,0.4703674,-6.39,0.38333482,0
ZINC000663250389,COCc1noc(-c2cccc3c2CNC3)n1,0.6480867,-7.42,0.6282989,0
ZINC000784545201,CC(C)[C@@H](F)C(=O)[C@H](C#N)c1ccncn1,0.404918,-7.38,0.1507622,0
ZINC000804620431,N#Cc1ncn(CCNC(=O)[C@@H]2CCC=CO2)n1,0.46847793,-7.236,0.29163936,0
ZINC000826276282,Cc1ccc(-c2nn[nH]n2)c(NCC(F)F)n1,0.37043467,-7.029,0.11894487,0
ZINC000843782115,O=C(NO[C@@H]1CCCCO1)[C@H]1CCC(=O)C1,0.41285226,-7.967,0.105453074,0
ZINC000862701705,CCc1ccnc(C(=O)NN2CCOC2=O)c1,0.51726973,-8.325,0.2750759,0
ZINC000867085026,CC/C=C(/F)C(=O)N[C@H](C)c1n[nH]c(CC)n1,0.43745404,-7.518,0.20086631,0
ZINC000935596471,CC(C)c1ocnc1C(=O)Nc1cnn[nH]1,0.486507,-6.977,0.35427967,0
ZINC001159771955,C[C@@H](N)CCNc1cc(Cl)ncn1,0.53474504,-6.057,0.5454807,0
ZINC001174281434,Cc1ccc(Nc2cnccc2C(N)=O)cn1,0.57528603,-7.51,0.47473067,0
ZINC001186662284,N#Cc1cnnc(N2CC[C@@H]3[C@H](C2)C3(F)F)c1,0.4793033,-8.728,0.15797079,0
ZINC001206052245,C#C[C@@H](CC(C)C)OCC(C)(C)O,0.38937178,-6.433,0.21841946,0
ZINC001210466273,CCOc1cnc(Nc2cccnc2CC)cn1,0.50864255,-7.289,0.36569184,0
ZINC001353145772,Cc1ccc(CNC(=O)C[C@H](C)N)c(Cl)n1,0.58454335,-7.463,0.49795485,0
ZINC000026746069,CNS(=O)(=O)c1ccc(NC(C)=O)cc1F,0.41493118,-7.069,0.20292993,0
ZINC000045647756,O=C(O)c1cc(NC[C@H]2CC=CCC2)ccn1,0.5652204,-8.416,0.36060116,0
ZINC000048892949,C[C@@H](CNc1cncc(Cl)n1)c1ccccc1,0.6270482,-8.362,0.48869038,0
ZINC000054072175,CN[C@@H](C)C(=O)NCCN1CCCC1,0.38152415,-5.996,0.24830581,0
ZINC000102034177,CCCN(C)C(=O)NCCc1nc(C)no1,0.3975942,-6.642,0.21297911,0
ZINC000118289962,C[C@H]1SCCN(C(=O)c2ccccn2)[C@H]1C,0.4039277,-7.325,0.15451851,0
ZINC000177386750,CCOC(=O)[C@@H](Sc1ncccn1)C(C)C,0.468586,-6.067,0.41338605,0
ZINC000285173997,COC(=O)[C@@H]1CC[C@@H]1c1nc(C2CC2)no1,0.4268195,-7.423,0.1896767,0
ZINC000335593023,Cn1nccc1NC(=O)N1CCC[C@](C)(F)C1,0.45604512,-7.365,0.25359988,0
ZINC000340253636,CC(=O)c1ccc(NCc2scnc2C)nc1,0.5555964,-7.459,0.4410294,0
ZINC000360522948,CCC[C@@H]1C[C@@H]1C(=O)NCCCCF,0.4045695,-6.5,0.24155928,0
ZINC000397855708,C[C@H]1C[C@@H](NC(=O)C(F)(F)C(F)F)CS1,0.33454713,-6.789,0.072806016,0
ZINC000648691818,C[C@H]1SCC[C@@H]1NC(=O)Cn1cncn1,0.3407377,-6.371,0.12852548,0
ZINC000663811778,C/C=C/C[C@H](CO)N=c1nc[nH]n1C,0.57241577,-6.311,0.5936965,0
ZINC000695594385,CCCOC(=O)N[C@@H]1CCCC2(CC2)C1,0.43451688,-7.035,0.24526212,0
ZINC000739194847,C[C@@H]1CN(S(C)(=O)=O)CC[C@H]1NC(=O)O,0.36654776,-6.727,0.14264204,0
ZINC000756012300,C=C(C)[C@H](C)OC(=O)[C@@H](C)C1CCOCC1,0.3859493,-6.914,0.16163369,0
ZINC000834917519,CCC(=NN1CCOCC1)c1ccsc1,0.35599014,-6.037,0.19346276,0
ZINC000834978498,Cc1cnc(C=NOCCOC(C)C)o1,0.5232149,-5.787,0.5507105,0
ZINC000835420784,C#CCCCC(=O)O[C@@H](C)CC(C)(C)O,0.4067862,-6.665,0.22879648,0
ZINC000840637332,Cc1cnn(C)c1C(=O)O[C@H](C)C(=O)C1CC1,0.6339855,-6.984,0.6456935,0
ZINC000850038771,COC(=O)COC(=O)[C@H](OC)C1CCCC1,0.33796072,-6.206,0.14017841,0
ZINC000861001334,C[C@@]1(COC(=O)[C@]2(C)CCOC2)COC(=O)N1,0.36461443,-6.846,0.12644073,0
ZINC000861210865,N#CCCCCC(=O)OCc1cnsc1,0.3466767,-6.337,0.14382485,0
ZINC000862410183,C1=C[C@@H](NCc2cnc(C3CC3)o2)CC1,0.66870147,-7.194,0.69263047,0
ZINC001141159346,C=CCN(C)Cc1cc(O)ccc1O,0.52471715,-6.621,0.46698135,0
ZINC001193897730,CO[C@H](CN1CC[C@@H](CO)[C@H]1C)C1CCCC1,0.50045997,-7.284,0.3500027,0
ZINC001231731294,Oc1cc(CN2C[C@@H]3C[C@@H]3C2)ccc1Cl,0.7663385,-7.777,0.8254303,0
ZINC001250031106,FC(F)(F)Cc1cnoc1,0.25645933,-5.639,0.037678488,0
ZINC000020283016,CN(C)c1ccc(CN)cn1,0.37231812,-5.552,0.27622902,0
ZINC000037386557,CN(Cc1ccco1)C(=O)CNc1ccccc1,0.5096734,-7.578,0.3376885,0
ZINC000095412731,CC(C)=C[C@H]1[C@@H](C(=O)N2CC(O)C2)C1(C)C,0.522627,-7.544,0.36688316,0
ZINC000103646472,C=CCCOC(=O)c1ccc(F)c(C)c1,0.55069137,-7.427,0.43463975,0
ZINC000158556655,CSCCC(=O)N1CC[C@@H](C)C[C@@H](C)C1,0.400535,-6.353,0.24884978,0
ZINC000254983257,C/C=C\COC(=O)CNC(=O)c1ccccc1,0.4564474,-7.437,0.2469114,0
ZINC000307086901,Cc1cc(-c2ccc(C(=O)O)nc2)sn1,0.5226585,-7.445,0.37723792,0
ZINC000335568427,CN(Cc1ccccc1)C(=O)[C@H]1CCC[C@H](F)C1,0.47870788,-8.073,0.224887,0
ZINC000339825745,FC(F)(F)CCN1CC=C(C(F)(F)F)CC1,0.5569607,-7.43,0.44674692,0
ZINC000357727694,COCCC1(NC(=O)CC2CC2)CCC1,0.34211013,-6.553,0.11232284,0
ZINC000370454935,CO[C@H](C)CNC(=O)[C@@]1(C)CNC(=O)C1,0.47356182,-6.499,0.37833077,0
ZINC000568749037,NC[C@H](NC(=O)c1occc1N)C1CC1,0.38762566,-6.381,0.22036666,0
ZINC000590600480,CSCCCN1CCn2cncc2C1,0.5202506,-5.766,0.54702187,0
ZINC000633718394,CC(C)(F)CNC(=O)c1ccc(F)s1,0.39476877,-6.702,0.20114437,0
ZINC000682528537,C[C@@H](c1nnnn1C)N1CCC[C@H]1C,0.5538591,-6.529,0.53427356,0
ZINC000718551429,C[C@@H]1CO[C@@H](C(=O)N(C)CCCO)C1,0.33375362,-5.6,0.19484603,0
ZINC000739030709,C[C@@H](NCCc1cccc2ccccc21)C(=O)O,0.699619,-8.7,0.5973071,0
ZINC000763977681,N#CC1(C(=O)OC[C@@H]2COC(=O)O2)CCC1,0.3844825,-6.827,0.16777287,0
ZINC000788035275,Oc1ccc(F)cc1C=NOC[C@@H]1CCOC1,0.64187986,-8.039,0.55165064,0
ZINC000799926426,CON(C)c1ncnc2onc(C)c21,0.47208437,-6.211,0.40534538,0
ZINC000831652109,CC1=NO[C@H](C(=O)NOCC(N)=O)C1,0.36154494,-5.996,0.20872879,0
ZINC000838971336,CCC/C=C/COC(=O)Cc1cncnc1,0.4445661,-7.155,0.25269318,0
ZINC000842248893,CCN1CC(=O)N(OC(C)C)C1=O,0.35681877,-5.793,0.22047113,0
ZINC000853193280,CCO[C@H]1C[C@H]1C(=O)O[C@@H]1COC[C@H]1C,0.3211047,-5.905,0.13808098,0
ZINC000881566399,C=C/C=C\CCNC(=O)CN1CCOCC1=O,0.48739967,-7.148,0.33827034,0
ZINC000890104679,COC/C(C)=C\C(=O)NCc1cn(C)cn1,0.37900972,-6.163,0.22596316,0
ZINC000891202916,O=C(NC/C=C\Cl)[C@H]1C[C@H]2CC(=O)[C@@H]1C2,0.45927334,-7.28,0.26883155,0
ZINC000894694709,Cn1ncc2c1CN(c1nccs1)C2,0.50082445,-6.272,0.4559351,0
ZINC000910985970,O=C(Nc1cc(F)cc(F)c1O)[C@@H]1CC1(F)F,0.45817795,-8.199,0.17111976,0
ZINC000932531200,COC(=O)CCN1CCn2cccc2C1,0.50992864,-6.539,0.44621155,0
ZINC001235248376,CCc1cccc(CN(C)C(C)C)n1,0.57049674,-6.851,0.53375506,0
ZINC001242506024,COc1ncc(Cl)cc1-c1cccc(F)n1,0.5192094,-7.634,0.35075647,0
ZINC001245939393,C[C@H](O)Cn1nc(-c2cccc(O)c2)cc1O,0.61839795,-7.787,0.53133374,0
ZINC001250241504,C=C(C)CC1=CCOCC1,0.35704136,-6.133,0.18556471,0
ZINC001534176666,CCc1cnc(NC(=O)c2ccsc2C#N)o1,0.5943915,-7.289,0.53555274,0
ZINC000161199830,CO[C@@H](C)C(=O)N[C@@H](C)CCC(=O)O,0.3541147,-6.148,0.17820783,0
ZINC000179291751,CC1(C)CCC[C@@H](C(=O)OCC(F)(F)F)C1,0.37754866,-7.081,0.12763096,0
ZINC000180176606,CC(C)=CC(=O)OCc1sccc1C,0.4516077,-6.621,0.32215816,0
ZINC000307719812,COCCN1CC[C@H](C)[S@](=O)CC1,0.37596345,-5.548,0.28386593,0
ZINC000334915821,C[C@H]1C[C@H](NS(=O)(=O)C2CC2)CCN1C,0.4882586,-6.594,0.39756727,0
ZINC000335512689,Cn1cc(CNC(=O)c2cn3c(n2)CCC3)cn1,0.4565624,-7.411,0.24984227,0
ZINC000412644771,C[C@@H](CNC(=O)c1cccn1C)CC(F)(F)F,0.42135513,-7.195,0.20255587,0
ZINC000641799889,COc1cc(CN[C@H]2CCNCC2(C)C)on1,0.52338785,-6.734,0.45260024,0
ZINC000648106401,NCCC(=O)Nc1cnc2c(c1)CNCC2,0.41558522,-7.011,0.21025537,0
ZINC000674233829,Cc1ncc(CN(C)c2c(C)noc2C)s1,0.44238907,-6.461,0.32053095,0
ZINC000733373243,C[C@@H](CC(=O)OCCCCO)c1ccccc1,0.53255826,-7.695,0.37085775,0
ZINC000787790247,Cn1nncc1NC(=O)NC(C)(C)C,0.4377435,-6.185,0.34002227,0
ZINC000790191137,CC[C@@H](C)NN=Cc1ccc2c(c1)OCCO2,0.6149471,-8.108,0.49112582,0
ZINC000835729810,O=C(OC1CC2(CC2)C1)c1ccsc1,0.45466983,-7.286,0.25908864,0
ZINC000847190849,COCC1(CNC(=O)/C=C/SC)CC1,0.26669592,-5.585,0.063570276,0
ZINC000847705517,CSC1(COC(=O)CCCCC#N)CC1,0.41710314,-6.179,0.29975933,0
ZINC000860030628,C=CCOC(=O)c1cn(C2CC2)nn1,0.3877281,-6.161,0.24344139,0
ZINC000863723095,Cc1cc(-c2cnn([C@@H](C)C#N)c2)co1,0.43087587,-7.619,0.17733529,0
ZINC000881570273,CCCCC(=O)NC[C@H]1C[C@H](OC)C1,0.4417694,-6.451,0.32034302,0
ZINC000882166365,C=C(C)CN(C)c1ccnc(F)c1[N+](=O)[O-],0.5466381,-6.845,0.487117,0
ZINC000908398753,COc1cc(OC)nc(C(=O)N2CC(C#N)C2)n1,0.41101688,-6.995,0.20286927,0
ZINC000908558073,CC[C@@H](O)[C@H](C)C(=O)NC1(CC)CCCC1,0.5150599,-7.167,0.39108744,0
ZINC000929345642,CCC[C@H](O)C(=O)N1CCC[C@H](C(N)=O)C1,0.42061305,-6.764,0.24589385,0
ZINC001142703696,CC(=O)C(=O)NCc1cccc2cc[nH]c21,0.510711,-7.597,0.33776867,0
ZINC001169121849,Cc1ccc([N+](=O)[O-])c(N[C@H]2COC(=O)C2)n1,0.4796032,-7.333,0.30359313,0
ZINC001223539055,CC[C@H](O)C(=O)OCc1cnc(C)s1,0.3807905,-5.949,0.25173876,0
ZINC001258723241,C=CCC[C@@H](C)NC1CN(c2cnccn2)C1,0.6391715,-6.731,0.6822691,0
ZINC001338267618,CCCN(C(=O)c1ocnc1CC)C1CC1,0.53399783,-5.972,0.5528375,0
ZINC001345930232,C=CCn1cnnc1SCC1=CCCC1,0.48159945,-7.14,0.32761234,0
ZINC001548687223,C=C(CC)C(=O)N[C@H]1COc2ccc(F)cc21,0.50206304,-7.948,0.28414685,0
ZINC000002527531,CCc1ccc(CNC)cc1,0.68150264,-6.363,0.8043816,0
ZINC000032153978,O=C(O)CCCCNC(=O)C(F)(F)F,0.3152189,-6.17,0.098871544,0
ZINC000191962803,COC(=O)[C@@H](NCc1ccc(C#N)o1)[C@H](C)O,0.43626243,-6.603,0.29363188,0
ZINC000219496947,CONC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,0.50547475,-7.104,0.3786498,0
ZINC000279142567,Cc1noc(C(=O)N2CCC[C@@H](C)C2)n1,0.46408644,-7.407,0.26516253,0
ZINC000336728176,Cc1noc(COc2cc(F)cc(C#N)c2)n1,0.58093965,-7.949,0.4402902,0
ZINC000340689779,CC[C@@H]1CCCN1CCOc1ccccc1F,0.6820022,-7.115,0.7271911,0
ZINC000357326812,CCS[C@H](C)c1noc(C2CC(F)(F)C2)n1,0.46135512,-7.208,0.2804407,0
ZINC000376273170,O=C(OC[C@H]1CCCO1)N1CCC[C@@H]1C1CC1,0.43905815,-6.843,0.27421886,0
ZINC000454203753,CCCNC(=O)N[C@@H](C)Cc1cnn(C)c1,0.46008757,-6.885,0.31150976,0
ZINC000493808049,CCC1(CNC(=O)/C=C/c2ccc[nH]2)COC1,0.5047504,-7.37,0.34956068,0
ZINC000573205007,CCNCCCNC(=O)c1cc(C(C)C)on1,0.4555008,-6.811,0.31011707,0
ZINC000634313294,C=C[C@@](C)(O)C(=O)NCc1ccc(C)o1,0.38260004,-7.33,0.11175054,0
ZINC000686850395,CC[C@@H]1C[C@H]1NC(=O)OCCC(F)(F)F,0.3315737,-6.78,0.06785157,0
ZINC000809396400,C#CCCc1noc([C@H](OC)c2cnn(C)c2)n1,0.37847242,-7.336,0.102950335,0
ZINC000829113826,CC(=O)c1cccc(Cn2nnnc2C(C)C)c1,0.6197588,-8.479,0.4620871,0
ZINC000831754518,C[C@@H]1CCC[C@H]1CNC(=O)C#Cc1cccs1,0.55166334,-9.202,0.25203097,0
ZINC000853798959,OCCOc1cncc(N[C@H]2C=CCC2)n1,0.4678513,-6.548,0.36192453,0
ZINC000923748720,O=C(N[C@@H]1COC[C@H]1O)N[C@@H]1COC(=O)C1,0.39113,-6.689,0.19528785,0
ZINC001259802728,O=S(=O)(N[C@@H]1CC[C@@H](F)C1)C1CCCC1,0.3545485,-7.55,0.033311162,0
ZINC001327060658,O=C1NCC[C@H]1SCc1ccc(Cl)cn1,0.40623146,-6.928,0.20035535,0
ZINC001358186980,CC[C@@H](F)C(=O)NCCCc1ccccc1F,0.69854254,-8.225,0.6445572,0
ZINC001595141430,O=C(O)Cc1noc(C2(C3CC3)CCC2)n1,0.40128237,-7.751,0.104990155,0
ZINC000000407031,CC(C)C[C@H](O)C(=O)O,0.29546747,-5.367,0.143228,0
ZINC000001685390,O=C1CCC/C1=C/c1ccc([N+](=O)[O-])cc1,0.55960983,-8.389,0.35229418,0
ZINC000054181019,Cc1ccc(CNC[C@@H](C)C#N)cc1[N+](=O)[O-],0.702788,-7.876,0.6892501,0
ZINC000082255812,CC(C)c1csc(CNC(=O)[C@H](C)N)n1,0.42908663,-6.704,0.26891702,0
ZINC000082275622,NC(=O)c1cn[nH]c1NC(=O)C1CC1,0.4097178,-6.657,0.23543541,0
ZINC000129086330,Cc1cc(CC(=O)N2CCC[C@@H](C)CC2)n[nH]1,0.5111368,-8.057,0.29078913,0
ZINC000281896685,C#CCN1CCC(C(=O)NCCF)CC1,0.42839405,-6.648,0.273367,0
ZINC000307946788,C=CCCS[C@@H](C)C(=O)N(C)C,0.38096005,-5.15,0.33514097,0
ZINC000491639822,C#CCN(CC#C)C(=O)/C=C/c1cncs1,0.45220304,-6.443,0.34184283,0
ZINC000575869040,CNC(=O)CCCC(=O)Nc1ccc(N)nc1,0.53767437,-7.446,0.40687898,0
ZINC000620875528,COc1cc(C(=O)N[C@H]2C[C@H](O)C2)on1,0.34920308,-6.553,0.12637335,0
ZINC000654837860,COc1ccc(C(=O)N2CCc3nn[nH]c3C2)o1,0.4667552,-7.743,0.23551762,0
ZINC000678535378,CC[C@@H]1CC[C@H](C)N1CCOC(C)C,0.5353075,-6.258,0.5256984,0
ZINC000722370532,CCCn1cc(NCc2cn(CCC)nn2)cn1,0.4089609,-6.883,0.21044043,0
ZINC000761840953,O=C(Oc1ccccc1)[C@@H]1CCSC1,0.48595074,-6.847,0.36669296,0
ZINC000765916115,CCC/C(C)=C/C(=O)NCc1ccn(C)n1,0.36485913,-7.044,0.106340826,0
ZINC000783583527,Cn1cc(CSCCSCCO)cn1,0.2847437,-5.06,0.15390179,0
ZINC000789585011,O=C(/C=C\c1cccnc1)OCC1(F)CC1,0.52724725,-7.637,0.36636686,0
ZINC000814734285,S=C(NN=C1CC[C@H]1C1CCC1)NC1CC1,0.6287535,-7.041,0.6294035,0
ZINC000842530162,COc1cccc2c1NC(=O)C2=NNC1CC1,0.50470656,-7.973,0.28678432,0
ZINC000888906846,C[C@@H]1C[C@@H]1[C@H]1C[C@@H]1CNC(=O)NCCC#N,0.49409723,-7.582,0.3064177,0
ZINC001169725929,COC(=O)c1c(F)cncc1-n1ccc(CN)c1,0.47466135,-6.944,0.33424532,0
ZINC001188166846,Cc1[nH]ccc1C(=O)NC1(c2cnccn2)CC1,0.51007193,-7.871,0.30801684,0
ZINC001242904393,Cc1ccc(-c2ccc(C#N)c(F)n2)nc1,0.5769745,-8.351,0.39064264,0
ZINC001244331856,N#Cc1cnccc1-c1cnc2cccnc2n1,0.5493859,-8.276,0.34378925,0
ZINC001253957777,CCCc1nnc(/C=C/c2ccco2)o1,0.5447468,-7.38,0.4277504,0
ZINC001339200981,C[C@@H]1CC[C@@H](C(=O)NCCC(F)F)C1,0.3561582,-7.063,0.08712976,0
ZINC001535303049,O=C(Nc1ccns1)c1cc2ncccn2n1,0.5901551,-7.39,0.5166606,0
ZINC001573903461,CNCCC(=O)OCc1c(C)cc(C)cc1F,0.5360627,-6.821,0.46866333,0
ZINC000048763299,CO[C@@H](C)C(=O)Oc1cccc(C(N)=O)c1,0.39182952,-7.059,0.15820727,0
ZINC000069626362,C[C@H](C(N)=O)N1CCC[C@H](CCN)C1,0.41425478,-6.263,0.28538412,0
ZINC000147647846,FC(F)CN[C@H]1CCOC2(CCOCC2)C1,0.5303494,-7.173,0.42075074,0
ZINC000163078498,CC[C@@H](N)CNC(=O)COC(C)C,0.33337688,-5.742,0.179337,0
ZINC000274618890,Cc1nonc1C(=O)N1CCCC2(CC2)C1,0.51575106,-7.679,0.33922756,0
ZINC000276092360,Clc1cc(-c2nc(C3CC3)no2)cs1,0.51097375,-7.288,0.3704137,0
ZINC000283823706,Cc1cc(CNCc2cc(C#N)n(C)c2)n(C)n1,0.7390016,-8.07,0.74081707,0
ZINC000340710069,C=CCCCOc1ccnc(C(F)(F)F)c1,0.50550073,-7.476,0.3400271,0
ZINC000388738413,CO[C@@H](C)CN(C)c1ccc(Cl)nn1,0.49882525,-6.016,0.4785894,0
ZINC000567597887,O=C(CCc1cnccn1)N1CCC[C@@H](F)C1,0.5523372,-7.423,0.438316,0
ZINC000603544034,Cc1ccc(C[S@@](=O)Cc2ccno2)cc1,0.46685767,-7.56,0.2547458,0
ZINC000630353942,CC(F)(F)CNC(=O)N[C@H]1CCCC12CC2,0.38235936,-7.507,0.09287231,0
ZINC000659774646,CCN(C(=O)c1cnn(C)c1)[C@H](C)C(=O)O,0.41333243,-6.358,0.27368054,0
ZINC000662269376,CC[C@@H](C)NC(=O)CN(C)CC1=CCSC1,0.43760002,-6.291,0.32871795,0
ZINC000722630590,C[C@@H]1C[C@H]1COC(=O)c1ccc(Cl)c(N)c1,0.5135494,-8.036,0.29775155,0
ZINC000822920838,CCc1nocc1C(=O)N(CC)C(C)C,0.3694547,-6.473,0.17480704,0
ZINC000849968139,CC#CCOC(=O)C1(OC)CCC(F)(F)CC1,0.42843458,-7.842,0.14931561,0
ZINC000895352839,Cc1nc(CN(C)Cc2c(C)ccnc2N)no1,0.51393074,-7.386,0.3660828,0
ZINC000909299542,C[C@]1(C(=O)O)CCN(C(=O)/C=C\c2ccc[nH]2)C1,0.5227282,-7.66,0.35502392,0
ZINC001212635073,COCCOc1ccccc1Nc1ncco1,0.44739446,-6.643,0.31152493,0
ZINC001239574348,Cc1ncncc1-c1c(F)cccc1F,0.5810485,-7.689,0.4675362,0
ZINC001239644557,COc1ncc(-c2ccc(N)nc2C)cc1N,0.6069701,-7.84,0.5031861,0
ZINC001242592604,Cc1ccc(-c2ccnc(N)c2)c(C#N)c1,0.56318116,-8.754,0.32142216,0
ZINC001344350774,O=C(c1cnc(C2CC2)[nH]1)N1CC2(C1)CCOC2,0.5174477,-7.766,0.33354366,0
ZINC001351034988,Cc1cccc(C(C)(C)NC(=O)[C@H]2C[C@H]2F)c1,0.6789009,-8.771,0.5488851,0
ZINC001569137124,CS[C@@H](C)CC(=O)N1CC[C@H](O)[C@@H]1C,0.33158144,-6.368,0.110699624,0
ZINC000016942419,COc1ccc(C=O)cc1CC(=O)O,0.37349743,-6.519,0.17803301,0
ZINC000040396779,Cc1ccc(N)c(C(=O)OCC2CC2)c1,0.5573957,-7.615,0.42837542,0
ZINC000084238396,CNCCCC(=O)NC[C@@H]1CCC[C@@H]1O,0.32070696,-6.363,0.089678094,0
ZINC000086886557,CCCCOC(=O)CN1CC[C@@H](N)[C@H](C)C1,0.42055753,-6.497,0.273542,0
ZINC000096126001,CN(C)c1ccc([C@@H]2C[C@@H](N)NN2)cc1,0.60963523,-7.388,0.55545676,0
ZINC000103151765,C=CCNS(=O)(=O)c1cc(F)ccc1Cl,0.48095414,-7.473,0.29171437,0
ZINC000187499815,CC#CCCCCOC(=O)c1coc(C)c1,0.5259455,-6.96,0.43417114,0
ZINC000226404327,Cn1cccc1CNC(=O)C(F)F,0.3674387,-6.524,0.16551143,0
ZINC000252606681,NN=C1CCCc2c3cc([N+](=O)[O-])ccc3[nH]c21,0.538694,-8.866,0.26127148,0
ZINC000295776512,O=C(NCC1=CCCCC1)[C@H]1CC=CCC1,0.5682318,-8.729,0.33402613,0
ZINC000334770259,C=C1CCN(C(=O)[C@@H](C)CC(F)(F)F)CC1,0.3936442,-7.53,0.11283547,0
ZINC000336671066,COCC[C@@H](C)NC[C@H](CO)C1CC1,0.362272,-5.281,0.28450254,0
ZINC000348384838,c1ccc(CCCN[C@H]2CC[C@H]2C2CC2)nc1,0.63447315,-7.58,0.5846976,0
ZINC000355265454,CCCCOCCS[C@@H]1CCCOC1,0.38254732,-5.909,0.2593774,0
ZINC000575528493,C[C@H](N)C(=O)N1CCC[C@@H](C#N)C1,0.4167951,-6.407,0.27544564,0
ZINC000657671398,C[C@@]1(CCNCc2cccs2)CC1(F)F,0.4956271,-6.93,0.37723207,0
ZINC000685187019,Cn1cc(C(=O)NCC[C@H]2CCCO2)nn1,0.4089449,-6.647,0.23494399,0
ZINC000764226980,CCCOCC(=O)OCCC1(C)CC1,0.33563304,-5.761,0.18183099,0
ZINC000805752498,C=C(Cl)COC(=O)c1cc(C(C)=O)cn1C,0.39780444,-6.649,0.21266782,0
ZINC000825529721,CCCN(CC(F)F)C(=O)C(C)=C1CCC1,0.41499308,-7.028,0.207315,0
ZINC000839191699,C[C@H](Cc1cccc(F)c1)N(C)C/C=C\Cl,0.6452272,-7.259,0.63937247,0
ZINC000854867367,C#CCOCCC(=O)NCCc1c(C)n[nH]c1C,0.54851276,-7.413,0.43177968,0
ZINC000880559620,COC(=O)[C@@]1(O)CCN(CC(F)(F)F)C1,0.32027456,-6.24,0.10160898,0
ZINC000884379697,C[C@@H]1CCc2n[nH]cc2[C@H]1C(=O)N1CCCCN1,0.50465524,-8.361,0.2463451,0
ZINC000920164020,C[C@H]1CCC[C@@H](Sc2nnc3nc[nH]n32)C1,0.4813286,-7.757,0.2629307,0
ZINC000931838876,CC[C@@H]1C[C@H]1NC(=O)Nc1sccc1C#N,0.45407575,-6.909,0.2971058,0
ZINC001125521946,C[C@H](NC(=O)c1ncccc1F)c1ccccn1,0.47926962,-8.388,0.19325145,0
ZINC001651190707,Cn1cnnc1NCc1ccc2scnc2c1,0.5394875,-7.803,0.3733558,0
ZINC000005560976,CCC[C@]1(C(=O)OCC)CCOC1=O,0.31476694,-6.11,0.10421406,0
ZINC000083971000,C[C@@H](NCc1ncnn1C)C1CCCCC1,0.48868075,-7.391,0.31554508,0
ZINC000088048600,O=C(O)C1(NC(=O)C2CC2)CCC1,0.30735722,-6.39,0.06042646,0
ZINC000111753838,O=C(O)CCNCc1ccnc2ccccc12,0.49513182,-7.969,0.26823345,0
ZINC000160764396,N#CC1(NC(=O)[C@@H]2C[C@@H]2c2ccc(F)cc2)CC1,0.48377928,-7.996,0.24293815,0
ZINC000286284242,CCC[C@@](C)(O)C(=O)N[C@H](C)c1nnc(C)[nH]1,0.4895493,-6.886,0.36976683,0
ZINC000335559225,CCn1ccc(C(=O)N2CC(C)(C)[C@@H]2C(C)C)n1,0.5547999,-7.491,0.4361248,0
