zincid,smiles,consensus_score,docking_score,boltz_prob,is_active
ZINC000036993728,CCC[C@H](C)N[C@@H](C)Cc1ccco1,0.6269394,-6.344,0.6982721,0
ZINC000042198634,O=C(C[C@H]1CCCO1)Nc1ccc(F)cc1F,0.4950357,-8.347,0.22874512,0
ZINC000078597262,COC(=O)[C@@H](C)CN(C)C(=O)c1csnn1,0.32803568,-6.082,0.13340922,0
ZINC000224174531,CC[C@@H]1CCC[C@@H](NCC2(C)CC2)C1,0.55797726,-7.122,0.48078114,0
ZINC000359915507,CCC[C@H]1C[C@H]1c1nc(CC(=O)NC)no1,0.39073983,-7.072,0.15469716,0
ZINC000457606164,CC[C@H](CC(F)F)C(=O)N(C)Cc1ccc[nH]1,0.36809602,-6.676,0.15101112,0
ZINC000646793441,C=C[C@@H](O)C(=O)Nc1cccc(COCC)c1,0.47451335,-7.381,0.28852034,0
ZINC000667788900,CC(C)NC(=O)Nc1cnc2c(c1)CNCC2,0.52598226,-7.281,0.40087187,0
ZINC000675058215,CCc1onc(-c2nccn2C)c1C(=O)O,0.39288408,-6.879,0.17900953,0
ZINC000762044659,CC1(C)C[C@@H](NC(=O)CCC2CCC2)C(=O)O1,0.42442605,-7.659,0.16040026,0
ZINC000778423100,C[C@H](NC(=O)[C@H]1CCC=CO1)c1nc[nH]n1,0.46881142,-7.428,0.2723391,0
ZINC000828415495,O=C(NCC1CCC(F)CC1)N1CCCO1,0.38029653,-7.63,0.075998634,0
ZINC000858625598,Nc1nc(N)nc(N[C@H]2C=CCC2)n1,0.44962737,-6.695,0.31054202,0
ZINC000864413133,O=C(Nc1cccnc1)C1(F)CCOCC1,0.3521257,-7.115,0.07373564,0
ZINC000864628500,C=CCCn1cc([C@H]2CCOC2)nn1,0.34313375,-6.794,0.08929552,0
ZINC000894042276,C[C@H](NC(=O)[C@H]1C[C@]12CCOC2)C(F)F,0.35606226,-7.278,0.06458766,0
ZINC000907388274,CN1CC[C@@](O)(CNC(=O)[C@@H]2C[C@@H]2C(N)=O)C1,0.36926696,-6.911,0.12889937,0
ZINC000923774309,C[C@]1(O)CCN(C(=O)NCC#CCO)C1,0.3528272,-7.148,0.07169448,0
ZINC001175842075,CCc1ncsc1Nc1cncc(C(=O)O)c1,0.4302456,-7.38,0.20093392,0
ZINC001206527797,CC(=O)c1ccncc1Nc1ccnc(N)c1,0.53500754,-7.483,0.39774966,0
ZINC001240233229,CCc1ccnc(-c2cncc(F)c2)n1,0.4901122,-7.786,0.27731523,0
ZINC001242890172,C=C(c1ccccc1)c1cc(N)ccn1,0.54825586,-8.466,0.32179785,1
ZINC001249993688,CN(c1cc(N)ccn1)c1c(O)cccc1F,0.47669742,-7.845,0.24460799,0
ZINC000000112939,CN(CCNC(=N)N)c1ccccc1,0.6542748,-6.441,0.74233663,0
ZINC000036533004,Fc1ccc(Br)cc1S,0.44495684,-5.519,0.42355055,0
ZINC000037461284,COCCNC(=O)[C@H]1C[C@@H]1C(=O)O,0.31098038,-5.704,0.13892215,0
ZINC000082298752,Cc1ncncc1C(=O)NC(C)C,0.5634416,-6.119,0.5958803,0
ZINC000082460986,CN(Cc1cccs1)c1cccc(Cl)n1,0.48928374,-7.145,0.34231442,0
ZINC000104220204,CN(CC(=O)O)C(=O)c1ccc2c(c1)COC2,0.4142092,-7.886,0.11656201,0
ZINC000115098701,O=c1[nH]cccc1-c1ccc(C(F)(F)F)nc1,0.44325542,-8.324,0.12856424,0
ZINC000301627464,Cc1ccnc(NCCOc2cccc(F)c2)c1,0.60737014,-8.085,0.47850776,1
ZINC000309365739,O=C(O)[C@@]1(NC(=O)C2=COCC2)CCOC1,0.3610465,-6.98,0.1054419,0
ZINC000334659725,Cc1o[nH]c(=NC(=O)C2=CCCCC2)c1C,0.52861553,-8.229,0.3075313,0
ZINC000336496698,CCCc1nc(C)c(C(=O)N(C)C)o1,0.44443712,-6.529,0.31751844,0
ZINC000379330489,C[C@@H](O)C(=O)N(CC#N)CC#N,0.27466697,-5.302,0.10878166,0
ZINC000388614083,CC[C@H](C)NCc1c(C)cnn1C,0.496217,-6.012,0.47383857,0
ZINC000564865507,C=CCCn1cc(C(=O)NC(C)(C)C#N)nn1,0.35588992,-6.977,0.0955391,0
ZINC000615219733,C[C@@H](C(=O)NC/C=C/c1cccnc1)N(C)C,0.56580895,-7.518,0.45512578,0
ZINC000634736966,NCC(=O)NCC(=O)N1CCCC(F)(F)CC1,0.35295933,-6.97,0.09046162,0
ZINC000647924163,Cc1nc(CN2CCC(C)(N)CC2)no1,0.41816473,-6.591,0.25902954,0
ZINC000661382416,C=CC[C@H]1CCCN(CC#CCOC)C1,0.5659588,-7.234,0.484948,0
ZINC000684497041,CC(C)(NC(=O)CCc1cnc[nH]1)C(F)F,0.34637043,-6.462,0.13022277,0
ZINC000758912741,CC(=NOCC(F)F)c1cccc(C#N)c1,0.4822942,-7.968,0.24290727,0
ZINC000825124028,C#Cc1ccc(CNC2(C3(C)CC3)CC2)cc1,0.745835,-8.775,0.6810596,0
ZINC000880483229,OC[C@H]1C=CCN1C/C=C\Cl,0.43270195,-5.837,0.36621445,0
ZINC000884410385,CCON=Cc1cccc2c1CCOC2,0.60658026,-7.317,0.55678654,0
ZINC000902097862,CN(CC#N)CN1C[C@@H]([C@@H]2CCCO2)CC1=O,0.43548337,-7.097,0.24073096,0
ZINC000912080112,C[C@H](CC#N)C(=O)N1CCO[C@@H]1C(F)(F)F,0.34797734,-6.956,0.08204821,0
ZINC000913850728,CCC[C@H](C)NC(=O)NCC[C@@H]1CNC(=O)C1,0.44263038,-7.032,0.26164615,0
ZINC001205689190,Cc1noc(C)c1CO[C@@H]1CC[C@@H](C#N)C1,0.39067304,-7.363,0.124311656,0
ZINC001217776142,COC(=O)C1CC(OCCCN)C1,0.3233633,-5.433,0.19162557,0
ZINC001250694569,COc1cccc([C@H](O)CNc2nccn2C)c1,0.4257729,-7.186,0.21224271,0
ZINC000003126093,CCOc1c(=O)c(=O)c1N1CCCC1,0.43798345,-6.353,0.32303178,0
ZINC000004206818,Sc1nnc(-c2ccncc2)n1C1CC1,0.5825169,-7.043,0.53760505,0
ZINC000019439012,CCOc1ccc(NC(=O)CN)cc1OCC,0.48791516,-6.544,0.40208507,0
ZINC000059690664,Cc1ncsc1[C@@H](N)C(=O)O,0.47723585,-5.292,0.5110919,0
ZINC000081252300,O=C(NCC[C@@H](O)c1ccccc1)c1cc[nH]n1,0.47082478,-7.771,0.2406681,0
ZINC000195198641,CN(CCc1c(F)cccc1Cl)CC1CC1,0.6954697,-6.783,0.78838456,0
ZINC000285815334,C=C(Cl)CNCc1csc(C)c1,0.47623882,-5.953,0.44039735,0
ZINC000307040526,C[C@@H](N[C@@H]1CCC1(C)C)C(C)(F)F,0.33631507,-6.635,0.09231842,0
ZINC000309963884,CN(C)c1ccnc(NCc2cc[nH]n2)n1,0.5113773,-6.553,0.44762576,0
ZINC000340093351,CCOC(=O)C(C)(C)NC(=O)CSC,0.28001845,-5.192,0.13081841,0
ZINC000380079492,C[C@@H]1CC[C@@H]1NCc1nc2c(s1)CCC2,0.5953628,-7.146,0.55234337,0
ZINC000389956912,Cc1cc(CNCCc2cnccn2)cs1,0.6181939,-6.861,0.6271993,0
ZINC000660758001,Cc1cc(CN2CCOC[C@@H]2CC(N)=O)no1,0.57076305,-6.688,0.5512285,0
ZINC000740008630,CSCCNC[C@H]1CCCN(C(=O)O)C1,0.60017675,-6.103,0.67031276,0
ZINC000753961615,Cc1nccn1C[C@@H](C)OC(=O)c1ccccc1,0.4830245,-7.829,0.2588048,0
ZINC000777961060,C=C(C)CN(C)Cn1ncn(CC)c1=S,0.4310963,-6.07,0.33881044,0
ZINC000848997654,C[C@@H]1CCC[C@@H](CNC(=N)N(C)C)C1,0.52804095,-6.81,0.45391643,0
ZINC000910587026,NC(=O)CCC(=O)N1CC[C@@H](C2CCC2)C1,0.36756992,-6.855,0.1313596,0
ZINC000911300217,C/C(=C(\F)C(=O)N[C@@H]1CC[C@H]1O)C1CC1,0.3883136,-7.466,0.108929604,0
ZINC000934205994,CCCCC1(N[C@@H]2CCCNC2=O)CC1,0.5112303,-6.678,0.43433926,0
ZINC001173124751,C#CCCN[C@@H]1CCc2ncsc2C1,0.71386737,-6.922,0.8103779,0
ZINC001228582537,Cc1cnc(F)c(O[C@H]2CCN(C)C2)c1,0.55445725,-7.211,0.46455562,0
ZINC001242000319,C=Cc1ccccc1-c1cncc(C(=O)O)n1,0.4692486,-8.364,0.17589581,0
ZINC001332059826,C=CC[S@@](=O)Cc1nnc(C)s1,0.34919763,-5.687,0.21639442,0
ZINC001345017819,Cc1ccc([C@H](C)C(=O)Nc2ccnnc2)o1,0.53093624,-7.699,0.3672288,0
ZINC001546296884,CS/C=C/C(=O)N1CC[C@H](C)[C@@H](O)C1,0.41155452,-6.733,0.23117255,0
ZINC000004342437,O=[N+]([O-])c1n[nH]c(-c2n[nH]c([N+](=O)[O-])n2)n1,0.4352603,-6.659,0.28582484,0
ZINC000070953296,CCOc1ccc(CN)cc1C(F)(F)F,0.49128157,-7.235,0.33691525,0
ZINC000098193014,CN1C[C@H](C(=O)N2CCN(C)CC2)NC1=O,0.3676549,-6.494,0.16905855,0
ZINC000250323262,CCNC(=O)CN1C[C@H](C(N)=O)CC[C@H]1C,0.39291528,-6.53,0.2153544,0
ZINC000266957244,CONC(=O)[C@H](C)c1ccc(Cl)c(Cl)c1,0.5646456,-7.576,0.44679132,0
ZINC000272421727,CC[C@H](CSC)NC(=O)Cc1ccncc1,0.3771884,-6.411,0.19657251,0
ZINC000308940455,CO[C@@H]1CCC[C@@H]1CN[C@H](C)C1(C)CC1,0.57938164,-6.47,0.5909651,0
ZINC000344448430,O=C(CC1CC1)NCCCOC1CCCCC1,0.45513308,-7.103,0.27903146,0
ZINC000445170569,Nc1ncncc1CNC(=O)Nc1ccncn1,0.4038144,-7.535,0.13246185,0
ZINC000623711591,CN1CCOC[C@@H]1CNCC1CC1,0.37791494,-5.504,0.292306,0
ZINC000624100528,CCN(CC(F)F)c1nc(=N)[nH]c(=N)[nH]1,0.41198164,-6.111,0.2966836,0
ZINC000629594674,COC[C@@]1(C)CN(C[C@@H](C)N)CCO1,0.30989063,-5.637,0.14372897,0
ZINC000631030120,Cc1ccc(CNC[C@H](C)O)c(F)c1,0.51946276,-7.011,0.41602734,0
ZINC000641796961,CCC(F)(F)CN1CCC[C@@H](CNC)C1,0.31887323,-6.522,0.06951555,0
ZINC000659875548,CO[C@H]1CCCN(Cc2cn(C)cn2)C1,0.46513546,-6.02,0.41143712,0
ZINC000785174918,CCc1n[nH]cc1C(=O)OC/C(Cl)=C\Cl,0.42817038,-6.45,0.2935086,0
ZINC000825496969,C[C@@H](NCCN(C)C(=O)O)C1CC1,0.34187463,-5.326,0.23941883,0
ZINC000826021976,C[C@H]1CN(C(=O)O)CCN1C(=O)/C=C\C1CC1,0.39162517,-7.182,0.14501499,0
ZINC000849013256,CN1CCCN=C1NCc1ccc(F)cn1,0.40908214,-6.682,0.23157713,0
ZINC000853597615,C[C@H]1CCN(CN2CCC3(COC3)C2)C1=O,0.49745724,-7.124,0.36068857,0
ZINC000856117751,C#C[C@H](NC(=O)/C=C/C=C/C)C1CCOCC1,0.5626302,-8.301,0.36742592,0
ZINC000881678844,C[C@@H]1C[C@@H]1[C@@H]1C[C@@H]1C(=O)N1CC[C@H](CF)C1,0.43102193,-7.663,0.17305025,0
ZINC001205297575,NC(=O)c1ccncc1-c1csc(CO)c1,0.40186188,-6.878,0.19689772,0
ZINC001211026309,Fc1ccc2ncc(Nc3ccncn3)cc2c1,0.5455529,-8.406,0.32268125,0
ZINC001239461099,COCNC(=S)N(C)C[C@H](C)N,0.334196,-4.55,0.30488342,0
ZINC001253382015,Cc1nnc(-c2cccc3nccnc32)o1,0.53606975,-8.015,0.34454554,0
ZINC001478735276,CC[C@@H]1CCCC[C@@H]1CNC(=O)N[C@@H]1C[C@H]1C,0.6531557,-7.905,0.587918,0
ZINC000004700599,COCCNCc1cccc(C)c1,0.6182642,-6.556,0.6590471,0
ZINC000012577876,CNC(=O)NC(=O)CNc1ccc(C)cc1F,0.6179882,-8.065,0.5016204,0
ZINC000041046138,CCNc1ccc(N)cc1C(=O)OCC,0.4210591,-6.592,0.26465905,0
ZINC000088091324,C#CCN1CC[C@H]2[C@@H](CCCN2C)C1,0.58887315,-6.976,0.5571617,0
ZINC000155564470,CO[C@H](C)COC(=O)[C@@H]1CCCN(C(C)=O)C1,0.45506993,-7.159,0.2730845,0
ZINC000183492491,C=CCCC(=O)NCc1nnc(C(C)C)n1C,0.37541577,-7.281,0.10261335,0
ZINC000298199296,C[C@]12CCN(Cc3ncc[nH]3)C[C@H]1C2(F)F,0.5045755,-7.393,0.34682316,0
ZINC000336342825,CC[C@@H](C)C(=O)N1CCC[C@H]1c1ncc[nH]1,0.39143264,-6.796,0.18476333,0
ZINC000351805909,C[C@H]1C[C@@H]1CC(=O)NCCSc1ccccc1,0.5450399,-7.841,0.3804041,0
ZINC000408193553,COC1CCN(S(=O)(=O)NC2CC2)CC1,0.3548144,-6.322,0.16150436,0
ZINC000414023988,CC(C)N(C)CC(=O)N1CCC[C@@H](CO)[C@@H]1C,0.42693117,-6.737,0.26121646,0
ZINC000414868818,CCNCc1ccccc1NCc1cccnc1,0.6854837,-7.646,0.6788833,0
ZINC000598409363,C[C@@H](C(=O)N1CC[C@@](C)(C#N)C1)N(C)C,0.3922623,-6.705,0.19586742,0
ZINC000656455149,CN(CCn1cc(Cl)cn1)C[C@H](O)C1CC1,0.43004888,-5.951,0.3491072,0
ZINC000915674790,CC[C@H](C)NC(=O)NC[C@@H]1CC1(Cl)Cl,0.42101935,-6.205,0.30481398,0
ZINC001209420841,COc1ncnc2c1CCN(C[C@H]1C[C@@H]1C)C2,0.6565087,-7.757,0.60994655,0
ZINC001210881991,CCc1[nH]nc2ncc(Nc3ccccn3)cc21,0.6731678,-8.366,0.57963336,0
ZINC001226294497,C#C[C@H]1CCC[C@@H]1Oc1cnccc1Cl,0.45427725,-7.419,0.24448389,0
ZINC001230239615,C[C@H]1COCC[C@@H]1Oc1nc(O)nc(Cl)n1,0.44420487,-7.263,0.24074963,0
ZINC001250956158,O[C@@H](CNc1ccon1)C(F)(F)F,0.32134205,-5.917,0.13730358,0
ZINC001255593243,Cc1ncn(C)c1-c1nnc([C@@H]2CCOC2)o1,0.56156117,-7.31,0.4683355,0
ZINC001335175772,C[C@H]1C[C@@H](C(=O)NCc2cn(C)cn2)CCC1=O,0.3977447,-7.96,0.07625407,0
ZINC000042415715,CN(CC(=O)N1CCCC1)c1cccc(F)n1,0.4621519,-7.37,0.26517707,0
ZINC000088008155,CCOC(CNC1CC1)OCC,0.39732966,-4.983,0.38492954,0
ZINC000177244034,COC(=O)[C@H](C)SCc1ncc(C)o1,0.33201575,-5.662,0.18495779,0
ZINC000199770054,N=C(N)c1c(F)ccc(Cl)c1F,0.59510267,-6.895,0.5779228,0
ZINC000233780981,CCOC[C@@H](O)CNCC1(C2CC2)CC1,0.39219937,-5.75,0.29502732,0
ZINC000235814886,Cc1ccncc1CNC[C@@H]1CC[C@H](O)C1,0.51949584,-7.337,0.38220093,0
ZINC000267609373,Cc1nc(C)c(C(=O)NCC(F)F)s1,0.38997197,-6.468,0.21596967,0
ZINC000307553617,NC(N)=Nc1nc(C2CC2)cs1,0.5468675,-5.56,0.6211638,0
ZINC000348086695,CCC(=O)NC[C@@H]1CC[C@H](C(N)=O)O1,0.33463207,-6.512,0.10177201,0
ZINC000381221164,Cc1cc(CN=c2[nH]c3ccccc3[nH]2)cs1,0.58228964,-8.522,0.3833937,0
ZINC000567484590,CC1(C)[C@H](NCc2nc(C3CC3)no2)C[C@@H]1O,0.50294256,-7.509,0.33152884,0
ZINC000613525155,CCC(=O)Nc1ccc(N=c2cncc[nH]2)cc1,0.5581903,-8.126,0.37682444,0
ZINC000618600143,CCC1(C(=O)NC[C@@]2(C)CC2(F)F)CCC1,0.42194873,-7.845,0.13615581,0
ZINC000725998242,CC(=O)[C@@H](C)OC(=O)Cc1cnn(C)c1,0.44898292,-6.576,0.321637,0
ZINC000774190099,Cn1nccc1CC(=O)OCC(C)(C)C#N,0.3818948,-6.817,0.16368645,0
ZINC000801299073,COc1ncccc1COC(=O)C1CC(=O)C1,0.38607073,-6.885,0.16488916,0
ZINC000810960391,CC(=O)OCC1CCN(CC(F)F)CC1,0.45178357,-6.333,0.35244787,0
ZINC000823081554,C=C=CCNC(=O)[C@@]1(C)CCN(C)C1=O,0.44316316,-7.181,0.24721107,0
ZINC000824966066,COc1cc(C(=O)N[C@@H]2C=CCC2)ncn1,0.4611666,-7.399,0.2602103,0
ZINC000837726813,CC/C=C/CCOC(=O)[C@@H](O)c1cnn(C)c1,0.5428911,-6.76,0.48853135,0
ZINC000848505417,Cc1noc(CN(C)Cn2ccnc2S)n1,0.5343572,-5.96,0.5547968,0
ZINC000854585496,Cc1ncoc1CNC(=O)C1(O)CCC1,0.34671876,-6.596,0.116981715,0
ZINC000935479985,C=C(C)CNC(=O)C[C@H]1CC(=O)NC1=O,0.44478837,-7.647,0.20198372,0
ZINC001222147572,CCCOC(=O)[C@@H](C)OCc1ccccn1,0.34641072,-6.491,0.12728764,0
ZINC001245916713,CCc1cc(O)n(C(=O)c2cc(C3CC3)[nH]n2)n1,0.5256828,-7.859,0.34018815,0
ZINC001297242367,C=C(C)C(C)(C)C(=O)NCC1CN(C(C)=O)C1,0.48061138,-7.126,0.32711053,0
ZINC001345463318,C=C(C)CCOC(=O)c1cn2c(cccc2C)n1,0.55207455,-8.014,0.37635353,0
ZINC000004671195,Cc1c[n+](CC(=O)c2ccccc2)cs1,0.556441,-6.98,0.49250078,0
ZINC000080094206,CCCNCc1ccn(C(C)C)n1,0.5138013,-6.116,0.49785924,0
ZINC000092457533,C[C@@H]1OCC[C@@H]1C(=O)N[C@H]1C=CCCC1,0.39978117,-7.638,0.11376419,0
ZINC000114339172,C[C@@H](C(=O)NCc1ncc[nH]1)c1ccccc1F,0.48763034,-8.738,0.17342626,0
ZINC000126268274,CCC[C@@H](O)CNC(=O)C1=NN(C)C(=O)CC1,0.52333367,-7.042,0.42047238,0
ZINC000238415073,COC(=O)c1cn(C[C@@H]2CCCN2)nn1,0.46405044,-6.481,0.3613609,0
ZINC000309661229,C=CCOCCNC[C@@H]1C(C)=CCC[C@@H]1C,0.47844756,-6.799,0.35682005,0
ZINC000334736968,CN1CC[C@H](C(=O)NCC2CCC2)C1,0.40064368,-7.031,0.17857827,0
ZINC000369534055,CC[C@H]1CN(CC#N)C[C@@]2(CCOC2)O1,0.43159485,-6.748,0.26931122,0
ZINC000387746469,CC[C@@H]1C[C@H]1CN=c1nc(C(C)C)[nH]s1,0.4962296,-7.224,0.3478604,0
ZINC000408404039,Cc1nnc(SCC2(O)CCOCC2)s1,0.4158401,-6.757,0.23716679,0
ZINC000565808630,C[C@@H]1C[C@@H]1CC(=O)Nc1cncc2nncn21,0.5909949,-8.067,0.44794112,0
ZINC000704257573,CC(C)ONC(=O)c1cc([N+](=O)[O-])cn1C,0.5115126,-6.906,0.4111948,0
ZINC000719643722,C[C@H](N[C@@H]1CCN(C)[C@@H]1C)C1CCC1,0.46368918,-7.167,0.28932673,0
ZINC000767254038,O=C(CCC1CCCC1)O[C@H]1CCCNC1=O,0.4472289,-8.035,0.16648062,0
ZINC000792525743,CC1(F)CN(C(=O)c2ccnc(Cl)c2)C1,0.49528152,-7.584,0.30855575,0
ZINC000805208771,C/C(=C\C(=O)NCc1cnn(C)n1)C(C)(C)C,0.41280288,-7.409,0.16336654,0
ZINC000839685848,C#CCCNC(=O)[C@@H]1C[C@H]1c1ccc(Cl)cc1,0.493812,-8.152,0.24659383,0
ZINC000845652571,COC/C(C)=C\C(=O)N1C[C@H](C)S[C@@H](C)C1,0.36818516,-6.68,0.15077184,0
ZINC000872365737,CC1(C)CC(=NOCCC(F)(F)F)CCO1,0.36576298,-7.086,0.10376479,0
ZINC000931688817,O[C@H](CN1CC[C@H](CF)C1)C1(O)CCC1,0.38441968,-6.846,0.16567309,0
ZINC001205231357,CC(=O)[C@H](C)OC1CC=CC1,0.41430366,-6.038,0.3088726,0
ZINC001218258175,OC1CC(Oc2ccc3c(c2)CCCN3)C1,0.6151134,-8.637,0.4364589,0
ZINC001218424871,O[C@H]1C[C@H](COc2ccccc2S)C1,0.43120077,-6.728,0.27060986,0
ZINC000011885828,NC1(c2ccc(F)cc2)CCCC1,0.47282374,-7.863,0.23506328,0
ZINC000054765271,c1nc(CN[C@H]2CCN(C3CC3)C2)c[nH]1,0.59268296,-6.31,0.63394785,0
ZINC000292371233,Cc1n[nH]c(CN2CCCc3cccc(F)c32)n1,0.5893175,-8.193,0.43151903,0
ZINC000322154835,C[C@@H](NCC1(C)CCC1)[C@@H]1C[C@H]1C,0.38210705,-6.38,0.20953873,0
ZINC000360365720,O=C(CC(=O)N[C@H]1CC[C@@H](F)C1)NCC1CC1,0.3724556,-7.531,0.070758745,0
ZINC000570057798,C[C@H](NC1CC1)c1cncc(Br)c1,0.5534225,-6.532,0.5330968,0
ZINC000639253693,CC(C)n1cc(CN2CC(C)(O)C2)cn1,0.41729626,-6.677,0.2483684,0
ZINC000644126279,NC(=O)[C@H](CO)NC(=O)CCCC1CC1,0.38659093,-6.311,0.22559431,0
ZINC000742465846,Cc1ccc([C@H](C)C(=O)NCCC(C)C)o1,0.3714248,-7.084,0.11518825,0
ZINC000755936827,C#CCOCCC(=O)N[C@H]1CCSC1,0.3192962,-6.114,0.112770274,0
ZINC000827466767,C[C@H](CNC(=O)[C@H]1CCNC(=O)C1)C(=O)O,0.3636725,-7.259,0.08163815,0
ZINC000836980934,CCc1nc(CNC(=O)[C@@H](F)C(C)C)co1,0.36106113,-6.817,0.12241685,0
ZINC000839540203,C#CC[C@H](NCCC#N)c1ccccc1,0.5320974,-7.267,0.41444093,0
ZINC000859709023,C[C@@H]1C[C@@H]1COC(=O)Cn1cc2ccccc2n1,0.5698755,-8.284,0.38354552,0
ZINC000898428526,Cn1ncc(CNC/C=C\Cl)c1Cl,0.65935564,-6.042,0.7938824,0
ZINC001119239880,Cc1[nH]nc(C(F)F)c1NC(=O)C[C@H](C)N,0.47594103,-6.463,0.3867864,0
ZINC001155017828,C#CCCCNc1nnc(OC)c2ccccc21,0.584478,-8.297,0.4111204,0
ZINC001174296603,c1n[nH]cc1Nc1ccc(OC2COC2)cc1,0.46721032,-7.27,0.2855936,0
ZINC001240665018,Cc1c(F)c(F)ccc1C1=CCCNC1,0.6986408,-8.453,0.62104833,0
ZINC001251978941,N#Cc1ncc(NC[C@H](O)c2ccccc2)cn1,0.4390111,-7.984,0.15550399,0
ZINC001345410275,C[C@@H](OC(=O)C[C@@H]1CC=CCC1)c1nccn1C,0.47555417,-8.081,0.2178081,0
ZINC000034497280,c1csc(C2OCCO2)n1,0.30564255,-4.786,0.22378638,0
ZINC000035571244,Nc1cccc([C@H]2CCCN2)c1,0.52372324,-7.075,0.41781333,0
ZINC000206996959,CCOc1ccccc1/C=C\C(=O)NC(C)C,0.5958199,-7.329,0.5342237,0
ZINC000225502004,c1ccc([C@@H]2CN[C@H]3CCC[C@@H]23)cc1,0.66861796,-8.442,0.5627193,1
ZINC000230279309,NNc1cccc(Br)c1F,0.5888801,-6.152,0.642841,0
ZINC000307588556,Cc1ccc(CN2CC=CCC2)s1,0.6302753,-6.687,0.6692209,0
ZINC000331806374,COC[C@@H](CO)NC(=O)c1cc(C2CC2)no1,0.40081048,-6.668,0.21664722,0
ZINC000335811315,C[C@@H]1C[C@H](C)CN1C(=O)CC1CCC1,0.39700192,-7.159,0.15805702,0
ZINC000416279175,Cc1cnn(CCC(=O)N[C@H]2C[C@@](C)(O)C2)c1,0.40356505,-7.527,0.13279961,0
ZINC000640477869,Cc1cc(CN2C[C@H]3C[C@@]3(O)C2)c(C)s1,0.58267343,-7.272,0.51410764,0
ZINC000650803047,CC(C)N(C(=O)[C@@H]1C[C@@H]1C)C1COC1,0.31244007,-6.107,0.0999166,0
ZINC000655703292,c1c(CNC2CC2)nn2c1CCCC2,0.40802595,-6.971,0.19943963,0
ZINC000715380781,Cc1c[nH]nc1CN1CCCO[C@H](CN)C1,0.36021838,-6.588,0.14455497,0
ZINC000732359550,CCOC(=O)[C@H](C)OC(=O)[C@@H]1CNC(=O)N1,0.30704248,-5.773,0.12394813,0
ZINC000763257828,C[C@@H]1CC(=NC(=O)CCc2cccnc2)NO1,0.45480257,-7.87,0.19863725,0
ZINC000763592932,Cc1cn2ccnc(C(=O)OCCO)c2n1,0.40890336,-6.623,0.23735683,0
ZINC000811662979,C=Cn1cc(C=NNC[C@H]2CCSC2)cn1,0.47841665,-6.824,0.3541598,0
ZINC000820465380,CC[C@H](C)[C@H](NCc1cn(C)nn1)C(=O)O,0.4123895,-6.474,0.25975296,0
ZINC000842819535,COC1(C(=O)O[C@H]2CCC[C@@H](C#N)C2)CC1,0.4078838,-7.203,0.17503864,0
ZINC000864461102,C=C(Cl)CNC(=N)N[C@H]1C[C@@H]1C,0.4333161,-5.691,0.38260967,0
ZINC001240242043,COc1cc(C)ncc1-c1cn[nH]c1,0.3819911,-6.692,0.1768726,0
ZINC000003887828,COc1ccc(C=O)cc1OC(F)F,0.36921778,-6.466,0.17506547,0
ZINC000038091381,Cc1csc(CNC(=O)C[C@@H](C)N)n1,0.43750072,-6.022,0.35648727,0
ZINC000082580635,Cc1ccc(F)c(NC[C@@H]2CCCOC2)c1,0.5194108,-7.818,0.33202636,0
ZINC000156309566,CCCSCC(=O)N1CCC[C@@H]([C@@H](C)N)C1,0.40111485,-6.589,0.22546323,0
ZINC000269668281,C#CCNC(=O)N1CCC[C@H]1C[C@@H](C)O,0.37897035,-6.608,0.17962167,0
ZINC000334263449,CC(=O)N[C@H]1C[C@@H](Oc2ccccc2)C1(C)C,0.60872006,-7.701,0.5211035,0
ZINC000334477596,CC#CCN(C)C(=O)c1cc(C)no1,0.44169343,-6.672,0.29721677,0
ZINC000362959210,COc1ncccc1CN(C)Cc1cccs1,0.6501439,-6.534,0.72448516,0
ZINC000624468115,O=C(COCC(F)F)NC[C@H]1CCCOC1,0.40036872,-6.434,0.24009943,0
ZINC000624882100,COCCCNC(=O)N[C@H]1CO[C@H](C2CC2)C1,0.5471467,-6.613,0.5122439,0
ZINC000629820562,CO[C@H]1C[C@@H](CNC(=O)C2(O)CCC2)C1,0.3521352,-6.708,0.11606739,0
ZINC000632093312,C=C[C@H](C)NS(=O)(=O)C1(C(C)C)CC1,0.33724025,-6.494,0.10880989,0
ZINC000641458611,Cc1nc([C@H](C)Sc2ccc(C)nn2)n[nH]1,0.44961283,-7.444,0.23264503,0
ZINC000660570128,Cc1cncc(CN2CC[C@@H]2C(F)(F)F)c1,0.6265159,-7.259,0.6023071,0
ZINC000666323839,C[C@@H](CC(=O)Nc1cn[nH]c1)[C@H]1CCCO1,0.6000321,-7.152,0.56096905,0
ZINC000716046018,CO[C@H](C)C(=O)N[C@H](C)c1ccns1,0.4184537,-6.179,0.30243468,0
ZINC000736764552,C[C@@H]1C[C@H]1COC(=O)CCSCC(=O)O,0.6020001,-5.703,0.7155098,0
ZINC000763689182,C[C@@H](O)CCN(C)C[C@@H]1CC2(CC2)C(=O)O1,0.51065654,-6.677,0.43330663,0
ZINC000769764127,Cc1cnccc1C(=O)O[C@@H](C)c1ccccc1,0.6074022,-8.693,0.41536173,0
ZINC000774334167,CCO[C@@H]1C[C@H]1COC(=O)c1cccc(C)n1,0.40331414,-7.355,0.15018424,0
